chrom	length	bases	mean	min	max
CP075068	8340845	992131559	118.95	0	3438
CP075068_region	8340845	992131559	118.95	0	3438
CP075069	8079863	937269030	116.00	0	1492
CP075069_region	8079863	937269030	116.00	0	1492
CP075070	6494557	760998716	117.17	0	1674
CP075070_region	6494557	760998716	117.17	0	1674
CP075071	3437093	418291323	121.70	0	1789
CP075071_region	3437093	418291323	121.70	0	1789
CP075072	1489275	206243795	138.49	0	1313
CP075072_region	1489275	206243795	138.49	0	1313
CP075073	119732	31375996	262.05	0	1399
CP075073_region	119732	31375996	262.05	0	1399
CP075074	80756	3025987	37.47	0	104
CP075074_region	80756	3025987	37.47	0	104
CP075075	76740	24030852	313.15	0	991
CP075075_region	76740	24030852	313.15	0	991
CP075680	74407	266951989	3587.73	1	4500
CP075680_region	74407	266951989	3587.73	1	4500
total	28193268	3640319247	129.12	0	4500
total_region	28193268	3640319247	129.12	0	4500
