chrom	length	bases	mean	min	max
CP075068	8340845	358556803	42.99	0	852
CP075068_region	8340845	358556803	42.99	0	852
CP075069	8079863	345518820	42.76	0	389
CP075069_region	8079863	345518820	42.76	0	389
CP075070	6494557	277081814	42.66	0	607
CP075070_region	6494557	277081814	42.66	0	607
CP075071	3437093	146952758	42.75	0	399
CP075071_region	3437093	146952758	42.75	0	399
CP075072	1489275	62430611	41.92	0	298
CP075072_region	1489275	62430611	41.92	0	298
CP075073	119732	10703548	89.40	0	492
CP075073_region	119732	10703548	89.40	0	492
CP075074	80756	1165602	14.43	0	47
CP075074_region	80756	1165602	14.43	0	47
CP075075	76740	9058987	118.05	0	313
CP075075_region	76740	9058987	118.05	0	313
CP075680	74407	33946842	456.23	0	1060
CP075680_region	74407	33946842	456.23	0	1060
total	28193268	1245415785	44.17	0	1060
total_region	28193268	1245415785	44.17	0	1060
