chrom	length	bases	mean	min	max
CP075068	8340845	220169980	26.40	0	2196
CP075068_region	8340845	220169980	26.40	0	2196
CP075069	8079863	191800647	23.74	0	1916
CP075069_region	8079863	191800647	23.74	0	1916
CP075070	6494557	156604055	24.11	0	679
CP075070_region	6494557	156604055	24.11	0	679
CP075071	3437093	79737410	23.20	0	735
CP075071_region	3437093	79737410	23.20	0	735
CP075072	1489275	48030222	32.25	0	714
CP075072_region	1489275	48030222	32.25	0	714
CP075073	119732	5730759	47.86	0	1118
CP075073_region	119732	5730759	47.86	0	1118
CP075074	80756	572785	7.09	0	111
CP075074_region	80756	572785	7.09	0	111
CP075075	76740	3770977	49.14	0	755
CP075075_region	76740	3770977	49.14	0	755
CP075680	74407	139309445	1872.26	0	4180
CP075680_region	74407	139309445	1872.26	0	4180
total	28193268	845726280	30.00	0	4180
total_region	28193268	845726280	30.00	0	4180
