chrom	length	bases	mean	min	max
CP075068	8340845	478315065	57.35	0	1627
CP075068_region	8340845	478315065	57.35	0	1627
CP075069	8079863	436432139	54.01	0	724
CP075069_region	8079863	436432139	54.01	0	724
CP075070	6494557	355442525	54.73	0	655
CP075070_region	6494557	355442525	54.73	0	655
CP075071	3437093	204934659	59.62	0	832
CP075071_region	3437093	204934659	59.62	0	832
CP075072	1489275	100157710	67.25	0	728
CP075072_region	1489275	100157710	67.25	0	728
CP075073	119732	16783944	140.18	0	635
CP075073_region	119732	16783944	140.18	0	635
CP075074	80756	1342744	16.63	0	53
CP075074_region	80756	1342744	16.63	0	53
CP075075	76740	13705175	178.59	0	501
CP075075_region	76740	13705175	178.59	0	501
CP075680	74407	233972602	3144.50	8	4001
CP075680_region	74407	233972602	3144.50	8	4001
total	28193268	1841086563	65.30	0	4001
total_region	28193268	1841086563	65.30	0	4001
