chrom	length	bases	mean	min	max
CP075068	8340845	316865296	37.99	0	872
CP075068_region	8340845	316865296	37.99	0	872
CP075069	8079863	301597862	37.33	0	313
CP075069_region	8079863	301597862	37.33	0	313
CP075070	6494557	243811717	37.54	0	477
CP075070_region	6494557	243811717	37.54	0	477
CP075071	3437093	130763936	38.04	0	407
CP075071_region	3437093	130763936	38.04	0	407
CP075072	1489275	59808907	40.16	0	367
CP075072_region	1489275	59808907	40.16	0	367
CP075073	119732	11216312	93.68	0	450
CP075073_region	119732	11216312	93.68	0	450
CP075074	80756	1093041	13.54	0	48
CP075074_region	80756	1093041	13.54	0	48
CP075075	76740	9702879	126.44	0	349
CP075075_region	76740	9702879	126.44	0	349
CP075680	74407	72460402	973.84	0	2150
CP075680_region	74407	72460402	973.84	0	2150
total	28193268	1147320352	40.69	0	2150
total_region	28193268	1147320352	40.69	0	2150
