chrom	length	bases	mean	min	max
CP075068	8340845	489799553	58.72	0	4745
CP075068_region	8340845	489799553	58.72	0	4745
CP075069	8079863	459655795	56.89	0	30054
CP075069_region	8079863	459655795	56.89	0	30054
CP075070	6494557	376683792	58.00	0	3529
CP075070_region	6494557	376683792	58.00	0	3529
CP075071	3437093	194171250	56.49	0	4790
CP075071_region	3437093	194171250	56.49	0	4790
CP075072	1489275	90367399	60.68	0	470
CP075072_region	1489275	90367399	60.68	0	470
CP075073	119732	19305024	161.24	0	857
CP075073_region	119732	19305024	161.24	0	857
CP075074	80756	1432847	17.74	0	56
CP075074_region	80756	1432847	17.74	0	56
CP075075	76740	15635466	203.75	0	541
CP075075_region	76740	15635466	203.75	0	541
CP075680	74407	113271202	1522.32	7	2067
CP075680_region	74407	113271202	1522.32	7	2067
total	28193268	1760322328	62.44	0	30054
total_region	28193268	1760322328	62.44	0	30054
