chrom	length	bases	mean	min	max
CP075068	8340845	373089618	44.73	0	2707
CP075068_region	8340845	373089618	44.73	0	2707
CP075069	8079863	340500390	42.14	0	1739
CP075069_region	8079863	340500390	42.14	0	1739
CP075070	6494557	274736461	42.30	0	1385
CP075070_region	6494557	274736461	42.30	0	1385
CP075071	3437093	140199526	40.79	0	1236
CP075071_region	3437093	140199526	40.79	0	1236
CP075072	1489275	69323520	46.55	0	936
CP075072_region	1489275	69323520	46.55	0	936
CP075073	119732	10451374	87.29	0	2065
CP075073_region	119732	10451374	87.29	0	2065
CP075074	80756	1020105	12.63	0	69
CP075074_region	80756	1020105	12.63	0	69
CP075075	76740	6536345	85.18	0	1162
CP075075_region	76740	6536345	85.18	0	1162
CP075680	74407	113199519	1521.36	0	3589
CP075680_region	74407	113199519	1521.36	0	3589
total	28193268	1329056858	47.14	0	3589
total_region	28193268	1329056858	47.14	0	3589
