chrom	length	bases	mean	min	max
CP075068	8340845	716671402	85.92	0	2600
CP075068_region	8340845	716671402	85.92	0	2600
CP075069	8079863	675477160	83.60	0	1124
CP075069_region	8079863	675477160	83.60	0	1124
CP075070	6494557	548673812	84.48	0	1217
CP075070_region	6494557	548673812	84.48	0	1217
CP075071	3437093	303223115	88.22	0	1246
CP075071_region	3437093	303223115	88.22	0	1246
CP075072	1489275	150780506	101.24	0	916
CP075072_region	1489275	150780506	101.24	0	916
CP075073	119732	21108148	176.29	0	927
CP075073_region	119732	21108148	176.29	0	927
CP075074	80756	2129790	26.37	0	82
CP075074_region	80756	2129790	26.37	0	82
CP075075	76740	16178546	210.82	0	663
CP075075_region	76740	16178546	210.82	0	663
CP075680	74407	320539112	4307.92	0	5326
CP075680_region	74407	320539112	4307.92	0	5326
total	28193268	2754781591	97.71	0	5326
total_region	28193268	2754781591	97.71	0	5326
