chrom	length	bases	mean	min	max
CP075068	8340845	184877604	22.17	0	2111
CP075068_region	8340845	184877604	22.17	0	2111
CP075069	8079863	176295226	21.82	0	1270
CP075069_region	8079863	176295226	21.82	0	1270
CP075070	6494557	143011324	22.02	0	642
CP075070_region	6494557	143011324	22.02	0	642
CP075071	3437093	74848834	21.78	0	461
CP075071_region	3437093	74848834	21.78	0	461
CP075072	1489275	30100376	20.21	0	548
CP075072_region	1489275	30100376	20.21	0	548
CP075073	119732	8797601	73.48	0	676
CP075073_region	119732	8797601	73.48	0	676
CP075074	80756	616028	7.63	0	56
CP075074_region	80756	616028	7.63	0	56
CP075075	76740	7563926	98.57	0	436
CP075075_region	76740	7563926	98.57	0	436
CP075680	74407	8832118	118.70	0	448
CP075680_region	74407	8832118	118.70	0	448
total	28193268	634943037	22.52	0	2111
total_region	28193268	634943037	22.52	0	2111
