chrom	length	bases	mean	min	max
CP075068	8340845	643125032	77.11	0	2139
CP075068_region	8340845	643125032	77.11	0	2139
CP075069	8079863	599926629	74.25	0	1283
CP075069_region	8079863	599926629	74.25	0	1283
CP075070	6494557	478411520	73.66	0	1642
CP075070_region	6494557	478411520	73.66	0	1642
CP075071	3437093	277039670	80.60	0	1441
CP075071_region	3437093	277039670	80.60	0	1441
CP075072	1489275	141345979	94.91	0	1407
CP075072_region	1489275	141345979	94.91	0	1407
CP075073	119732	14763190	123.30	0	720
CP075073_region	119732	14763190	123.30	0	720
CP075074	80756	1830282	22.66	0	83
CP075074_region	80756	1830282	22.66	0	83
CP075075	76740	10052608	131.00	0	403
CP075075_region	76740	10052608	131.00	0	403
CP075680	74407	194648592	2616.00	0	3453
CP075680_region	74407	194648592	2616.00	0	3453
total	28193268	2361143502	83.75	0	3453
total_region	28193268	2361143502	83.75	0	3453
