chrom	length	bases	mean	min	max
CP075068	8340845	307727030	36.89	0	1762
CP075068_region	8340845	307727030	36.89	0	1762
CP075069	8079863	298479680	36.94	0	1273
CP075069_region	8079863	298479680	36.94	0	1273
CP075070	6494557	239770432	36.92	0	2205
CP075070_region	6494557	239770432	36.92	0	2205
CP075071	3437093	126834559	36.90	0	831
CP075071_region	3437093	126834559	36.90	0	831
CP075072	1489275	55722813	37.42	0	914
CP075072_region	1489275	55722813	37.42	0	914
CP075073	119732	10347909	86.43	0	382
CP075073_region	119732	10347909	86.43	0	382
CP075074	80756	955042	11.83	0	145
CP075074_region	80756	955042	11.83	0	145
CP075075	76740	8174226	106.52	0	323
CP075075_region	76740	8174226	106.52	0	323
CP075680	74407	60243905	809.65	0	1347
CP075680_region	74407	60243905	809.65	0	1347
total	28193268	1108255596	39.31	0	2205
total_region	28193268	1108255596	39.31	0	2205
