chrom	length	bases	mean	min	max
CP075068	8340845	341950971	41.00	0	2334
CP075068_region	8340845	341950971	41.00	0	2334
CP075069	8079863	307139791	38.01	0	16286
CP075069_region	8079863	307139791	38.01	0	16286
CP075070	6494557	252578663	38.89	0	993
CP075070_region	6494557	252578663	38.89	0	993
CP075071	3437093	126176220	36.71	0	2120
CP075071_region	3437093	126176220	36.71	0	2120
CP075072	1489275	64297169	43.17	0	1035
CP075072_region	1489275	64297169	43.17	0	1035
CP075073	119732	8387256	70.05	0	1534
CP075073_region	119732	8387256	70.05	0	1534
CP075074	80756	973385	12.05	0	49
CP075074_region	80756	973385	12.05	0	49
CP075075	76740	6189685	80.66	0	973
CP075075_region	76740	6189685	80.66	0	973
CP075680	74407	88559680	1190.21	0	2782
CP075680_region	74407	88559680	1190.21	0	2782
total	28193268	1196252820	42.43	0	16286
total_region	28193268	1196252820	42.43	0	16286
