chrom	length	bases	mean	min	max
CP075068	8340845	266378375	31.94	0	705
CP075068_region	8340845	266378375	31.94	0	705
CP075069	8079863	251841171	31.17	0	440
CP075069_region	8079863	251841171	31.17	0	440
CP075070	6494557	200388109	30.85	0	593
CP075070_region	6494557	200388109	30.85	0	593
CP075071	3437093	109092364	31.74	0	449
CP075071_region	3437093	109092364	31.74	0	449
CP075072	1489275	47731673	32.05	0	444
CP075072_region	1489275	47731673	32.05	0	444
CP075073	119732	7141725	59.65	0	377
CP075073_region	119732	7141725	59.65	0	377
CP075074	80756	938687	11.62	0	50
CP075074_region	80756	938687	11.62	0	50
CP075075	76740	5726390	74.62	0	397
CP075075_region	76740	5726390	74.62	0	397
CP075680	74407	14983237	201.37	0	821
CP075680_region	74407	14983237	201.37	0	821
total	28193268	904221731	32.07	0	821
total_region	28193268	904221731	32.07	0	821
