chrom	length	bases	mean	min	max
CP075068	8340845	453920667	54.42	0	2273
CP075068_region	8340845	453920667	54.42	0	2273
CP075069	8079863	440983488	54.58	0	12278
CP075069_region	8079863	440983488	54.58	0	12278
CP075070	6494557	349737178	53.85	0	2177
CP075070_region	6494557	349737178	53.85	0	2177
CP075071	3437093	188897218	54.96	0	1064
CP075071_region	3437093	188897218	54.96	0	1064
CP075072	1489275	78990320	53.04	0	962
CP075072_region	1489275	78990320	53.04	0	962
CP075073	119732	16372689	136.74	0	707
CP075073_region	119732	16372689	136.74	0	707
CP075074	80756	1458996	18.07	0	66
CP075074_region	80756	1458996	18.07	0	66
CP075075	76740	13161542	171.51	0	596
CP075075_region	76740	13161542	171.51	0	596
CP075680	74407	119069407	1600.24	0	2164
CP075680_region	74407	119069407	1600.24	0	2164
total	28193268	1662591505	58.97	0	12278
total_region	28193268	1662591505	58.97	0	12278
