chrom	length	bases	mean	min	max
GG704911	8482323	734269807	86.56	0	12439
GG704911_region	8482323	734269807	86.56	0	12439
GG704912	5260912	410119291	77.96	0	2636
GG704912_region	5260912	410119291	77.96	0	2636
GG704913	4323945	382130609	88.38	0	17691
GG704913_region	4323945	382130609	88.38	0	17691
GG704914	3952524	322421568	81.57	0	2706
GG704914_region	3952524	322421568	81.57	0	2706
GG704915	3469364	327748146	94.47	0	9941
GG704915_region	3469364	327748146	94.47	0	9941
GG704916	3458857	280825452	81.19	0	2089
GG704916_region	3458857	280825452	81.19	0	2089
GG704917	68094	144466694	2121.58	0	4537
GG704917_region	68094	144466694	2121.58	0	4537
total	29016019	2601981567	89.67	0	17691
total_region	29016019	2601981567	89.67	0	17691
