chrom	length	bases	mean	min	max
GG704911	8482323	338702355	39.93	0	439243
GG704911_region	8482323	338702355	39.93	0	439243
GG704912	5260912	193163897	36.72	0	36295
GG704912_region	5260912	193163897	36.72	0	36295
GG704913	4323945	174672404	40.40	0	498973
GG704913_region	4323945	174672404	40.40	0	498973
GG704914	3952524	136995775	34.66	0	9708
GG704914_region	3952524	136995775	34.66	0	9708
GG704915	3469364	146203447	42.14	0	1515
GG704915_region	3469364	146203447	42.14	0	1515
GG704916	3458857	133020549	38.46	0	22435
GG704916_region	3458857	133020549	38.46	0	22435
GG704917	68094	112183400	1647.48	50	2426
GG704917_region	68094	112183400	1647.48	50	2426
total	29016019	1234941827	42.56	0	498973
total_region	29016019	1234941827	42.56	0	498973
