chrom	length	bases	mean	min	max
GG704911	8482323	91568981	10.80	0	477
GG704911_region	8482323	91568981	10.80	0	477
GG704912	5260912	50521757	9.60	0	603
GG704912_region	5260912	50521757	9.60	0	603
GG704913	4323945	50508335	11.68	0	498
GG704913_region	4323945	50508335	11.68	0	498
GG704914	3952524	40728103	10.30	0	597
GG704914_region	3952524	40728103	10.30	0	597
GG704915	3469364	38156980	11.00	0	666
GG704915_region	3469364	38156980	11.00	0	666
GG704916	3458857	34806510	10.06	0	358
GG704916_region	3458857	34806510	10.06	0	358
GG704917	68094	27894504	409.65	0	1029
GG704917_region	68094	27894504	409.65	0	1029
total	29016019	334185170	11.52	0	1029
total_region	29016019	334185170	11.52	0	1029
