chrom	length	bases	mean	min	max
GG704911	8482323	377273227	44.48	0	1858
GG704911_region	8482323	377273227	44.48	0	1858
GG704912	5260912	215786641	41.02	0	1239
GG704912_region	5260912	215786641	41.02	0	1239
GG704913	4323945	198562033	45.92	0	2243
GG704913_region	4323945	198562033	45.92	0	2243
GG704914	3952524	166619629	42.16	0	4813
GG704914_region	3952524	166619629	42.16	0	4813
GG704915	3469364	164491859	47.41	0	2154
GG704915_region	3469364	164491859	47.41	0	2154
GG704916	3458857	148111233	42.82	0	1375
GG704916_region	3458857	148111233	42.82	0	1375
GG704917	68094	135627799	1991.77	0	3925
GG704917_region	68094	135627799	1991.77	0	3925
total	29016019	1406472421	48.47	0	4813
total_region	29016019	1406472421	48.47	0	4813
