chrom	length	bases	mean	min	max
GG704911	8482323	524721930	61.86	0	22207
GG704911_region	8482323	524721930	61.86	0	22207
GG704912	5260912	288204672	54.78	0	1955
GG704912_region	5260912	288204672	54.78	0	1955
GG704913	4323945	270692029	62.60	0	25079
GG704913_region	4323945	270692029	62.60	0	25079
GG704914	3952524	239941086	60.71	0	1448
GG704914_region	3952524	239941086	60.71	0	1448
GG704915	3469364	218271306	62.91	0	1929
GG704915_region	3469364	218271306	62.91	0	1929
GG704916	3458857	195183511	56.43	0	2946
GG704916_region	3458857	195183511	56.43	0	2946
GG704917	68094	91313329	1340.99	0	2902
GG704917_region	68094	91313329	1340.99	0	2902
total	29016019	1828327863	63.01	0	25079
total_region	29016019	1828327863	63.01	0	25079
